"player","position","team","playerId","birthdate","points","lower","upper","sdPts","positionRank","dropoff","tier","exp","ecrPosition","sdRank","risk"
"Ted Ginn","WR","CAR",2507166,1985-04-12,7.59246605002765,3.91578767359791,10.1797431192661,2.6897576161013,67,0.0927016929640505,15,9,"60.3","7.4",6.14297942124237
"Teddy Bridgewater","QB","MIN",2543465,1992-10-10,0,0,0,0,73,0,38,2,,,3.86028075587479
"Temarrick Hemingway","TE","LA",2555486,1993-07-30,0.174276377217554,0,0.276380813953488,0.16610405737982,102,0.0388193837016082,27,0,,,3.3099835252011
"Terrance West","RB","BAL",2543664,1991-01-21,9.97163647960929,6.94,11.7209649645761,2.29749899796592,31,0.159087813948471,8,2,"22.2","4.9",6.07186436855786
"Terrance Williams","WR","DAL",2539205,1989-09-18,9.509629710339,7.36,12.065939797827,2.58963179442624,49,0.344792958225572,11,3,,,6.4798339613125
"Terrelle Pryor","WR","CLE",2531332,1989-06-20,11.5994367736753,8.32,13.4317665487324,2.17943766863613,33,0.117315066800781,8,5,"29.4","6.2",5.46060549113788
"Tevin Coleman","RB","ATL",2552453,1993-04-16,9.79868793411881,7.30221153846154,11.8988093980948,2.24345351502458,33,0.673144098066093,8,1,"25.7","4.8",5.9750343404775
"Texans","DST","HOU",100013,,7.93066337223324,7,12.0693763062734,3.25342013493463,9,0.446172119641508,6,46,"10.5","3.4",7.23681242003568
"Thad Lewis","QB","SF",497121,1987-11-19,0,0,0,0,73,0,38,6,,,3.86028075587479
"Theo Riddick","RB","DET",2540020,1991-05-04,15.0507092457968,9.83,18.2202624464298,3.44500232744783,13,0.212809999986943,5,3,,,8.2327851573015
"Thomas Rawls","RB","SEA",2553733,1993-08-03,3.92220082530949,0,5.32532232920679,4.23699250653426,70,0.167301501846637,16,1,,,9.38833529951079
"Tim Hightower","RB","NO",4383,1986-05-23,3.22497948398633,0.9,4.19988073394495,1.61278058964447,79,0.29645242980826,20,8,"64.5","7.5",6.66299599796039
"Tim Wright","TE","DET",2541768,1990-04-07,0,0,0,0,107,0,28,3,,,2.9978973666125
"Titans","DST","TEN",100012,,8.00289399287656,3.21412268188302,13.8037949109246,4.50422964540531,8,0.23520768095598,6,46,"8.5","3.8",5.12357761616705
"Titus Davis","WR","NYJ",2553874,1993-01-03,0,0,0,0,186,0,44,1,,,3.2238161073909
"Toby Gerhart","RB","FA",497176,1987-03-28,0,0,0,0,141,0,31,6,,,3.20636812017905
"Todd Gurley","RB","LA",2552475,1994-08-03,17.8622230881596,12.6527884615385,19.6390687003504,2.77424679929153,5,0.748756868626433,3,1,"7.3","2.9",4.69758475012215
"Tom Brady","QB","NE",2504211,1977-08-03,19.4552784966272,18.654,20.4334447008587,0.899601006411626,6,0.411616873675722,5,16,"2.6","1.5",3.56108308874673
"Tom Obarski","K","FA",2553576,1993-03-12,0,0,0,,34,0,13,1,,,
"Tom Savage","QB","HOU",2543640,1990-04-26,0.435641736694678,0,0.769412844036697,0.539231697223542,48,0.0699968253968254,23,2,,,4.37444153797512
"Tommy Bohanon","RB","FA",2540225,1990-09-10,0,0,0,0,141,0,31,3,,,3.20636812017905
"Tommylee Lewis","WR","NO",2556752,1992-10-24,1.28144689849693,0.18,2.23462348964486,0.97580100006441,145,0.148804884312394,35,0,"109.0","0.0",5.58772087338623
"Tony Moeaki","TE","FA",497256,1987-06-08,0,0,0,0,107,0,28,6,,,2.9978973666125
"Tony Romo","QB","DAL",2505354,1980-04-21,0,0,0,0,73,0,36,13,,,3.86028075587479
"Torrey Smith","WR","SF",2495459,1989-01-26,8.45482416458141,4.50481945467944,11.5148440366972,2.73856191294348,57,0.161976802805041,12,5,"62.5","7.7",6.25400627644502
"Travaris Cadet","RB","NO",2535890,1989-02-01,4.97231522357742,2.02,7.40374709302326,2.56651100458115,55,0.259341429675164,15,4,"65.0","6.8",7.1291538796233
"Travis Benjamin","WR","SD",2532790,1989-12-29,12.2777394380019,9.74,14.3445389507134,2.35750552219957,29,0.432343125593805,8,4,"34.3","5.3",7.05893914838176
"Travis Coons","K","FA",2550551,1992-02-06,0,0,0,0,34,0,13,2,,,2.43243755477803
"Travis Kelce","TE","KC",2540258,1989-10-05,13.8639249721483,9.71387839201615,15.7048332153819,2.50407766645984,4,1.17408883142415,2,3,"4.3","1.2",4.91236876906168
"Tre Madden","RB","SEA",2556603,1993-08-16,0,0,0,0,141,,31,0,,,3.20636812017905
"Tre Mason","RB","LA",2543502,1993-08-06,0,0,0,0,141,0,31,2,,,3.20636812017905
"Tre McBride","WR","FA",2552428,1992-12-01,0,0,0,,186,0,44,1,,,
"Trent Richardson","RB","FA",2533032,1991-07-10,0,0,0,0,141,0,31,4,,,3.20636812017905
"Trevone Boykin","QB","SEA",2556477,1993-08-22,0.170311428571429,-0.024,0.347012765957447,0.266895768576397,57,0.0271090943429183,25,0,,,4.11476753366823
"Trevor Davis","WR","GB",2555413,1993-07-04,0.805197560933455,0,1.02554745238898,0.420120961724628,154,0.0645269758620882,36,0,"116.7","9.5",6.28287410106759
"Trevor Siemian","QB","DEN",2553457,1991-12-26,14.8341855412549,6.118,17.3844817443087,3.91341126871905,27,2.02593134576888,13,1,,,7.5917427766816
"Trey Burton","TE","PHI",2550284,1991-10-29,3.14353367262768,2.63689956331878,3.59211656784229,0.625055831630138,48,0.166749040445008,17,2,"43.3","9.7",6.54110657510498
"Trey Williams","RB","FA",2553486,1992-12-11,0,0,0,,141,0,31,1,,,
"Troy Niklas","TE","ARI",2543628,1992-09-18,0.184415405777166,0,0.277187768425392,0.193331443958722,100,0.00735739209550332,27,2,,,3.3611399546096
"Troymaine Pope","RB","NYJ",2557531,1993-11-29,0.502947772368595,0.02,1.00154168787539,0.622267843573014,121,0.0577839913909558,26,0,,,4.11428555920906
"Ty Montgomery","WR","GB",2552429,1993-01-22,0.976500125924786,0.22,1.68971369602698,0.899184817288235,151,0.140353730299599,35,1,"94.0","3.0",3.1291948608244
"Tyler Boyd","WR","CIN",2555466,1994-11-15,7.59110068996082,5.20585120485688,10.0631133923672,2.31781363465483,68,0.239910403190922,15,0,"77.5","5.6",5.34673416741669
"Tyler Bray","QB","KC",2540173,1991-12-27,0,0,0,0,73,0,38,3,,,3.86028075587479
"Tyler Clutts","RB","FA",2508096,1984-11-09,0,0,0,0,141,0,31,6,,,3.20636812017905
"Tyler Eifert","TE","CIN",2540148,1990-09-08,8.21553857350801,3.25902474526929,8.938405,2.3761291456003,20,0.237086306913017,8,3,,,7.4623097901161
"Tyler Ervin","RB","HOU",2555234,1993-10-07,1.07330762382189,-0.0752186588921283,1.90938953488372,0.903009536614001,105,0.0429415993088726,22,0,"80.5","6.5",5.74338344520154
"Tyler Gaffney","RB","FA",2543655,1991-04-20,0,0,0,0,141,0,31,2,,,3.20636812017905
"Tyler Higbee","TE","LA",2555364,1993-01-01,2.25653379164717,0.19,3.88357798165138,1.8549063361642,56,0.0500594407243482,20,0,"43.8","10.0",7.56717141872291
"Tyler Kroft","TE","CIN",2552586,1992-10-15,2.53019160754294,0.05,4.84097859327217,2.52206510946457,55,0.294793492388592,20,1,"40.7","6.8",6.70704829173252
"Tyler Lockett","WR","SEA",2552430,1992-09-28,8.80649410823337,5.9825,10.8394036697248,2.33544468106789,52,0.0381145361727615,12,1,,,6.16023725991544
"Tyler Murphy","WR","MIA",2553729,1992-01-12,0,0,0,0,186,0,44,1,,,3.2238161073909
"Tyreek Hill","WR","KC",2556214,1994-03-01,3.48576771941882,0.51,6.03035172522001,2.31615197711048,108,0.055558390220984,30,0,"87.3","11.0",4.58240882616286
"Tyrell Williams","WR","SD",2553913,1992-02-12,11.6430101999265,5.38,16.3994233171287,3.9108517263343,32,0.0751072363257048,8,1,"42.5","5.6",6.34822026278547
"Tyrod Taylor","QB","BUF",2495240,1989-08-03,18.1404009483667,15.6,19.8913343465046,2.23017998488034,10,0.251047409477763,8,5,"15.7","4.1",7.03594889804829
"Vance McDonald","TE","SF",2540215,1990-06-13,5.69711460009254,3.52,6.94649541284404,1.49962406131003,30,0.294474003399346,12,3,,,5.8154800313822
"Vernon Davis","TE","WAS",2495826,1984-01-31,3.42807396940959,2.37,4.2069738372093,0.811674142504975,44,0.142186560622243,16,10,"35.5","5.3",6.10227862333523
"Vick Ballard","RB","FA",2533012,1990-07-16,0,0,0,0,141,0,31,4,,,3.20636812017905
"Victor Cruz","WR","NYG",2507855,1986-11-11,7.95770535714868,3.8,10.2359774721355,2.85370054102315,63,0.0981841356553383,14,6,"55.5","6.9",6.16569913841477
"Vikings","DST","MIN",100020,,14.5,0,11.4270642201835,7.48061994947374,1,4.50781407839049,1,46,,,12.5300806343638
"Vince Mayle","WR","FA",2552431,1991-06-12,0,0,0,0,186,0,44,1,,,3.2238161073909
"Vincent Brown","WR","FA",2508115,1989-01-25,0,0,0,0,186,0,44,5,,,3.2238161073909
"Vincent Jackson","WR","TB",2506400,1983-01-14,2.26408074903089,0,3.82531547122602,3.04936105346832,121,0.0449426901826055,34,11,,,7.05786465997513
"Virgil Green","TE","DEN",2495288,1988-08-03,7.01854108790753,4.54259615384615,8.1144475,1.3365121661161,24,0.0869785816351083,9,5,,,5.50901572464477
"Walt Powell","WR","BUF",2543619,1991-11-23,4.7537182094104,0.85,7.29197841812559,2.84444405012497,99,0.330591230668472,28,2,"93.2","7.0",7.4855780001768
"Wendell Smallwood","RB","PHI",2555461,1994-01-26,3.57201623462736,1.44,5.4107247706422,1.75095778051046,73,0.0720166389935999,17,0,"58.6","6.9",6.59159162855198
"Wes Welker","WR","LA",2505790,1981-05-01,0.761761363636364,0,1.66557798165138,1.39626182755333,155,0.0524460740697124,36,12,,,4.97937589355352
"Wil Lutz","K","NO",2556601,1994-07-07,7.37590533631609,6.1,8.22399124649625,1.0061154462855,23,0.539892949703241,8,0,,,3.98058983737473
"Will Fuller","WR","HOU",2555346,1994-04-16,13.688915602658,6.45,16.7149295668661,3.99207351570999,26,0.975236381135085,7,0,,,8.24316390397571
"Will Johnson","RB","NYG",163982,1989-11-14,0,0,0,0,141,0,33,5,,,3.20636812017905
"Will Tukuafu","RB","FA",2527672,1984-01-03,0,0,0,,141,0,31,6,,,
"Will Tye","TE","NYG",2553830,1991-11-04,6.37186086929978,4.33951364175563,7.85964395239329,2.31834068650081,28,0.414301739177194,11,1,"23.6","2.4",4.99646835222397
"Willie Snead","WR","NO",2550256,1992-10-17,14.9578000868838,9.97,18.7914745464649,3.30087771378646,22,0.137105971687442,6,2,"26.8","3.7",4.83991666814453
"Xavier Grimble","TE","PIT",2550521,1992-09-02,3.02392107700772,1.52,4.19508970099668,1.55726639608363,49,0.104546566691097,17,2,"44.3","5.5",5.41280813923688
"Zac Dysert","QB","FA",2539258,1990-02-08,0,0,0,0,73,0,38,3,,,3.86028075587479
"Zac Stacy","RB","FA",2540273,1991-04-09,0,0,0,,141,0,31,3,,,
"Zach Ertz","TE","PHI",2540158,1990-11-10,11.487714219198,8.51,15.0342599416432,2.64087454426782,9,0.293030940148286,4,3,"10.7","2.3",5.2671429252416
"Zach Hocker","K","FA",2543781,1991-08-23,0,0,0,0,34,0,13,2,,,2.43243755477803
"Zach Line","RB","MIN",2539303,1990-04-26,0.74665749656121,0,1.04578838088748,0.79743606985544,117,0.124574276823196,26,3,,,4.36986406780205
"Zach Mettenberger","QB","PIT",2543605,1991-07-16,0.045187675070028,0,0.0710128440366972,0.0652813827043631,65,0.0248568176651678,30,2,,,3.92252696091186
"Zach Miller","TE","CHI",238457,1984-10-04,11.4386601127183,8.61,15.0603198447331,3.11247537996164,10,0.559664569163713,4,7,"9.2","2.2",5.67785543967814
"Zach Sudfeld","TE","FA",2541151,1989-04-18,0,0,0,,107,0,28,3,,,
"Zach Zenner","RB","DET",2553631,1991-09-13,2.15396336218483,0.64,2.74649985481814,0.954991993644175,86,0.0803792814160431,22,1,"55.4","6.2",5.60909803283843
